,0,1,2,3,4,sentence
1926,2072,the reason i knew inception was possible was because i did it to her first.,2375,COBB,249,the reason i knew inception was possible was because i did it to her first.
1927,2073, i did it to my own wife.,2376,COBB,249, i did it to my own wife.
1928,2074, why,2376,ARIADNE W,249, why
1929,2075,we were lost in here.,2378,COBB,249,we were lost in here.
1930,2076,"i knew we needed to escape, but she wouldn't accept it.",2379,COBB,249,"i knew we needed to escape, but she wouldn't accept it."
1931,2077,"she had locked something away, something deep inside.",2383,COBB,249,"she had locked something away, something deep inside."
1932,2078,"a truth that she had once known, but chose to forget.",2383,COBB,249,"a truth that she had once known, but chose to forget."
1933,2079,and she couldn't break free.,2385,COBB,249,and she couldn't break free.
1934,2080,so i decided to search for it.,2387,COBB,249,so i decided to search for it.
1935,2081,i went deep into the recess of her mind and found that secret place.,2388,COBB,249,i went deep into the recess of her mind and found that secret place.
1936,2082,and i broke in...,2390,COBB,249,and i broke in...
1937,2083,...and i planted an idea.,2391,COBB,249,...and i planted an idea.
1938,2084,a simple little idea that would change everything.,2393,COBB,249,a simple little idea that would change everything.
1939,2085,that her world wasn't real.,2396,COBB,249,that her world wasn't real.
1940,2086,that death was the only escape.,2401,COBB (V.O.),249,that death was the only escape.
1941,2087,you're waiting for a train.,2404,COBB,249,you're waiting for a train.
1942,2089,a train that'll take you far away.,2407,COBB,249,a train that'll take you far away.
1943,2090,you know where you hope this train will take you...,2407,COBB,249,you know where you hope this train will take you...
1944,2091,...but you can't know for sure.,2409,COBB,249,...but you can't know for sure.
1945,2092,yet it doesn't matter.,2411,COBB,249,yet it doesn't matter.
1946,2093," now, tell me why",2413,COBB,249," now, tell me why"
1947,2094, because you'll be together,2413,MAL,249, because you'll be together
1948,2095,but i never knew that that idea would grow in her mind like a cancer...,2415,COBB,249,but i never knew that that idea would grow in her mind like a cancer...
1949,2096,...that even after she woke...,2416,COBB,249,...that even after she woke...
1950,2097,that even after you came back to reality...,2418,COBB,249,that even after you came back to reality...
1951,2098,...that you'd continue to believe your world wasn't real.,2420,COBB,249,...that you'd continue to believe your world wasn't real.
1952,2099,that death was the only escape.,2423,COBB,249,that death was the only escape.
1953,2100,"mal, no",2425,COBB,249,"mal, no"
1954,2101,jesus,2425,COBB,249,jesus
1955,2102, you infected my mind.,2426,MAL,249, you infected my mind.
1956,2103, i was trying to save you.,2426,COBB,249, i was trying to save you.
1957,2104,you betrayed me.,2428,MAL,249,you betrayed me.
1958,2105,but you can make amends.,2430,MAL,249,but you can make amends.
1959,2106,you can still keep your promise.,2430,MAL,249,you can still keep your promise.
1960,2107,"we can still be together, right here...",2430,MAL,249,"we can still be together, right here..."
1961,2108,...in the world we built together.,2431,MAL,249,...in the world we built together.
1962,2117,"cobb, we need to get fischer.",2468,ARIADNE,254,"cobb, we need to get fischer."
1963,2118,you can't have him.,2469,MAL,254,you can't have him.
1964,2119," lf i stay here, will you let him go",2469,COBB,254," lf i stay here, will you let him go"
1965,2120, what are you talking about,2469,ARIADNE,254, what are you talking about
1966,2121,fischer is on the porch.,2470,MAL,254,fischer is on the porch.
1967,2122," go check he's alive, ariadne.",2470,COBB,254," go check he's alive, ariadne."
1968,2123," cobb, you can't do this.",2470,ARIADNE,254," cobb, you can't do this."
1969,2124,go check he's alive right now.,2472,COBB,254,go check he's alive right now.
1970,2125,do it.,2472,COBB,254,do it.
1971,2127,he's here,2480,ARIADNE,257,he's here
1972,2128,"and it's time, but you have to come now",2480,ARIADNE,257,"and it's time, but you have to come now"
1973,2129,"you take fischer with you, all right",2482,COBB,257,"you take fischer with you, all right"
1974,2130, you can't stay here to be with her.,2482,ARIADNE,257, you can't stay here to be with her.
1975,2131,i'm not.,2484,COBB,257,i'm not.
1976,2132,saito's dead by now.,2484,COBB,257,saito's dead by now.
1977,2133,that means he's down here somewhere.,2486,COBB,257,that means he's down here somewhere.
1978,2134,that means i have to find him.,2486,COBB,257,that means i have to find him.
1979,2135,"i can't stay with her anymore, because she doesn't exist.",2487,COBB,257,"i can't stay with her anymore, because she doesn't exist."
1980,2136,i'm the only thing you do believe in anymore.,2488,MAL,257,i'm the only thing you do believe in anymore.
1981,2137,no.,2489,COBB,257,no.
1982,2138,i wish.,2489,COBB,257,i wish.
1983,2139,"i wish more than anything, but...",2489,COBB,257,"i wish more than anything, but..."
1984,2140,...i can't imagine you with all your complexity...,2490,COBB,257,...i can't imagine you with all your complexity...
1985,2141,"...all your perfection, all your imperfection.",2491,COBB,257,"...all your perfection, all your imperfection."
1986,2142, you all right,2492,ARIADNE,257, you all right
1987,2143, yeah.,2492,FISCHER,257, yeah.
1988,2144,look at you.,2493,COBB,257,look at you.
1989,2145,you're just a shade.,2494,COBB,257,you're just a shade.
1990,2146,you're just a shade of my real wife.,2494,COBB,257,you're just a shade of my real wife.
1991,2147,"and you were the best that i could do, but...",2496,COBB,257,"and you were the best that i could do, but..."
1992,2148,"...l'm sorry, you're just not good enough.",2496,COBB,257,"...l'm sorry, you're just not good enough."
1993,2149,does this feel real,2498,MAL,257,does this feel real
1994,2151, what are you doing,2502,COBB,257, what are you doing
1995,2152, improvising.,2502,ARIADNE,257, improvising.
1996,2154,"no, no, no",2511,COBB,257,"no, no, no"
1997,2155,"in there, now.",2512,EAMES,258,"in there, now."
1998,2156,"go, go, go.",2512,COBB,260,"go, go, go."
1999,2157,i was dis...,2527,FATHER,263,i was dis...
2000,2158,i was dis... disa...,2528,FATHER,263,i was dis... disa...
2001,2159," i know, dad.",2529,FISCHER,263," i know, dad."
2002,2160, dis...,2529,FATHER,263, dis...
2003,2161,i know you were disappointed...,2529,FISCHER,263,i know you were disappointed...
2004,2162,...i couldn't be you.,2529,FISCHER,263,...i couldn't be you.
2005,2163,no.,2530,FATHER,263,no.
2006,2164,"no, no, no.",2530,FATHER,263,"no, no, no."
2007,2165,i was disappointed...,2530,FATHER,263,i was disappointed...
2008,2166,...that you tried.,2530,FATHER,263,...that you tried.
2009,2168,what,2541,FISCHER,269,what
2010,2169,"come on, come on.",2544,EAMES,269,"come on, come on."
2011,2170,dad,2552,FISCHER,269,dad
2012,2172,"that's the kick, ariadne",2573,COBB,269,"that's the kick, ariadne"
2013,2173,you have to go now,2573,COBB,269,you have to go now
2014,2174,don't lose yourself,2586,ARIADNE,269,don't lose yourself
2015,2175,find saito and bring him back,2586,ARIADNE,269,find saito and bring him back
2016,2176,i will,2588,COBB,269,i will
2017,2177,you remember when you asked me to marry you,2612,MAL,271,you remember when you asked me to marry you
2018,2178,yes.,2613,COBB,271,yes.
2019,2179,you said you dreamt that we'd grow old together.,2614,MAL,271,you said you dreamt that we'd grow old together.
2020,2180,but we did.,2615,COBB,271,but we did.
2021,2181,we did.,2617,COBB,271,we did.
2022,2182,you don't remember,2617,COBB,271,you don't remember
2023,2183,i miss you more than i can bear...,2619,COBB,271,i miss you more than i can bear...
2024,2184,...but we had our time together.,2620,COBB,271,...but we had our time together.
2025,2185,and i have to let you go.,2621,COBB,271,and i have to let you go.
2026,2186,i have to let you go.,2622,COBB,271,i have to let you go.
2027,2187,"i'm sorry, robert.",2632,BROWNING,277,"i'm sorry, robert."
2028,2189,"you know, the will means that dad wanted me to be my own man...",2638,FISCHER,277,"you know, the will means that dad wanted me to be my own man..."
2029,2190,...not just to live for him.,2638,FISCHER,277,...not just to live for him.
2030,2191,"that's what i'm gonna do, uncle peter.",2638,FISCHER,277,"that's what i'm gonna do, uncle peter."
2031,2192,what happened,2639,ARTHUR,278,what happened
2032,2193, cobb stayed.,2639,ARIADNE,278, cobb stayed.
2033,2194, with mal,2639,ARTHUR,278, with mal
2034,2195,"no, to find saito.",2640,ARIADNE,278,"no, to find saito."
2035,2196,he'll be lost.,2641,ARTHUR,278,he'll be lost.
2036,2197,"no, he'll be all right.",2643,ARIADNE,278,"no, he'll be all right."
2037,2198,have you come to kill me,2648,SAITO,280,have you come to kill me
2038,2199,i'm waiting for someone.,2650,SAITO,280,i'm waiting for someone.
2039,2200,someone from a halfremembered dream.,2652,COBB,280,someone from a halfremembered dream.
2040,2201,cobb,2652,SAITO,280,cobb
2041,2203,impossible.,2652,SAITO,280,impossible.
2042,2204,we were young men together.,2653,SAITO,280,we were young men together.
2043,2205,i'm an old man.,2653,SAITO,280,i'm an old man.
2044,2206,filled with regret.,2654,COBB,280,filled with regret.
2045,2207,waiting to die alone.,2655,SAITO,280,waiting to die alone.
2046,2208,i've come back for you.,2656,COBB,280,i've come back for you.
2047,2209,to remind you of something.,2656,COBB,280,to remind you of something.
2048,2210,something you once knew.,2656,COBB,280,something you once knew.
2049,2211,that this world is not real.,2657,COBB,280,that this world is not real.
2050,2212,to convince me to honor our arrangement,2659,SAITO,280,to convince me to honor our arrangement
2051,2213,"to take a leap of faith, yes.",2660,COBB,280,"to take a leap of faith, yes."
2052,2214,come back...,2662,COBB,280,come back...
2053,2215,...so we can be young men together again.,2662,COBB,280,...so we can be young men together again.
2054,2216,come back with me.,2664,COBB,280,come back with me.
2055,2217,come back.,2664,COBB,280,come back.
2056,2218,"hot towel, sir",2666,FLIGHT ATTENDANT (O.S.),281,"hot towel, sir"
2057,2219,we'll be landing in los angeles in about 20 minutes.,2666,FLIGHT ATTENDANT,281,we'll be landing in los angeles in about 20 minutes.
2058,2220,do you need immigration forms,2666,FLIGHT ATTENDANT,281,do you need immigration forms
2059,2221,thank you.,2666,COBB,281,thank you.
2060,2222,"hot towel, sir",2667,FLIGHT ATTENDANT,281,"hot towel, sir"
2061,2223, no.,2667,FISCHER,281, no.
2062,2224, do you need immigration forms,2667,FLIGHT ATTENDANT,281, do you need immigration forms
